IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,MAT0030
IDEstudante,FGA0157
IDEstudante,FGA0254
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,FGA0008
IDEstudante,FGA0133
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,IQD0125
IDEstudante,IQD0126
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0150
IDEstudante,FGA0178
IDEstudante,ENM0068
IDEstudante,FGA0204
IDEstudante,ENM0071
IDEstudante,FGA0038
IDEstudante,FGA0164
IDEstudante,FGA0184
IDEstudante,FGA0197
IDEstudante,FGA0039
IDEstudante,FGA0043
IDEstudante,FGA0045
IDEstudante,FGA0148
IDEstudante,FGA0048
IDEstudante,FGA0050
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0163
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,MAT0031
IDEstudante,FGA0157
IDEstudante,FGA0254
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,FGA0008
IDEstudante,FGA0133
IDEstudante,FGA0154
IDEstudante,FGA0160
IDEstudante,IQD0125
IDEstudante,IQD0126
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0150
IDEstudante,FGA0179
IDEstudante,ENM0068
IDEstudante,FGA0204
IDEstudante,ENM0071
IDEstudante,FGA0038
IDEstudante,FGA0164
IDEstudante,FGA0184
IDEstudante,FGA0197
IDEstudante,FGA0039
IDEstudante,FGA0043
IDEstudante,FGA0045
IDEstudante,FGA0148
IDEstudante,FGA0048
IDEstudante,FGA0050
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0153
IDEstudante,FGA0155
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0133
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,FGA0151
IDEstudante,FGA0164
IDEstudante,FGA0178
IDEstudante,FGA0184
IDEstudante,FGA0187
IDEstudante,FGA0188
IDEstudante,FGA0148
IDEstudante,FGA0189
IDEstudante,FGA0191
IDEstudante,FGA0227
IDEstudante,FGA0229
IDEstudante,FGA0231
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0153
IDEstudante,FGA0155
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0133
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,FGA0151
IDEstudante,FGA0164
IDEstudante,FGA0178
IDEstudante,FGA0184
IDEstudante,FGA0188
IDEstudante,FGA0148
IDEstudante,FGA0189
IDEstudante,FGA0191
IDEstudante,FGA0227
IDEstudante,FGA0229
IDEstudante,FGA0231
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0153
IDEstudante,FGA0155
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0133
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,FGA0152
IDEstudante,FGA0164
IDEstudante,FGA0178
IDEstudante,FGA0184
IDEstudante,FGA0188
IDEstudante,FGA0148
IDEstudante,FGA0189
IDEstudante,FGA0191
IDEstudante,FGA0227
IDEstudante,FGA0229
IDEstudante,FGA0231
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0153
IDEstudante,FGA0155
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0133
IDEstudante,FGA0150
IDEstudante,FGA0152
IDEstudante,FGA0164
IDEstudante,FGA0144
IDEstudante,FGA0178
IDEstudante,FGA0184
IDEstudante,FGA0188
IDEstudante,FGA0148
IDEstudante,FGA0189
IDEstudante,FGA0191
IDEstudante,FGA0227
IDEstudante,FGA0229
IDEstudante,FGA0231
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0163
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0090
IDEstudante,FGA0107
IDEstudante,FGA0154
IDEstudante,FGA0155
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0067
IDEstudante,FGA0069
IDEstudante,FGA0133
IDEstudante,FGA0150
IDEstudante,FGA0152
IDEstudante,FGA0164
IDEstudante,FGA0102
IDEstudante,FGA0179
IDEstudante,FGA0184
IDEstudante,FGA0188
IDEstudante,FGA0023
IDEstudante,FGA0076
IDEstudante,FGA0148
IDEstudante,FGA0190
IDEstudante,FGA0191
IDEstudante,FGA0193
IDEstudante,FGA0226
IDEstudante,FGA0228
IDEstudante,FGA0230
IDEstudante,FGA0266
IDEstudante,FGA0229
IDEstudante,FGA0250
IDEstudante,FGA0267
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0133
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,FGA0184
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,FGA0148
IDEstudante,FGA0164
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0133
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,FGA0184
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,FGA0148
IDEstudante,FGA0164
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0133
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,FGA0184
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,FGA0148
IDEstudante,FGA0164
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0163
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0133
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0154
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0067
IDEstudante,FGA0069
IDEstudante,FGA0150
IDEstudante,FGA0096
IDEstudante,FGA0102
IDEstudante,FGA0068
IDEstudante,FGA0070
IDEstudante,FGA0092
IDEstudante,FGA0093
IDEstudante,FGA0164
IDEstudante,FGA0184
IDEstudante,FGA0017
IDEstudante,FGA0103
IDEstudante,FGA0132
IDEstudante,FGA0148
IDEstudante,FGA0219
IDEstudante,FGA0098
IDEstudante,FGA0099
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0133
IDEstudante,FGA0140
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,ENM0068
IDEstudante,FGA0164
IDEstudante,FGA0204
IDEstudante,ENM0071
IDEstudante,FGA0148
IDEstudante,FGA0184
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0133
IDEstudante,FGA0140
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,ENM0068
IDEstudante,FGA0164
IDEstudante,FGA0204
IDEstudante,ENM0071
IDEstudante,FGA0148
IDEstudante,FGA0184
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0133
IDEstudante,FGA0140
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENM0080
IDEstudante,FGA0144
IDEstudante,FGA0150
IDEstudante,ENM0068
IDEstudante,FGA0164
IDEstudante,FGA0204
IDEstudante,ENM0071
IDEstudante,FGA0148
IDEstudante,FGA0184
IDEstudante,FGA0250
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0163
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0031
IDEstudante,FGA0133
IDEstudante,FGA0154
IDEstudante,FGA0160
IDEstudante,ENM0080
IDEstudante,FGA0067
IDEstudante,FGA0069
IDEstudante,FGA0104
IDEstudante,FGA0150
IDEstudante,ENM0068
IDEstudante,FGA0102
IDEstudante,FGA0164
IDEstudante,FGA0175
IDEstudante,FGA0204
IDEstudante,ENM0071
IDEstudante,FGA0148
IDEstudante,FGA0184
IDEstudante,FGA0025
IDEstudante,FGA0262
IDEstudante,FGA0265
IDEstudante,FGA0141
IDEstudante,FGA0250
IDEstudante,FGA0252
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0162
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0030
IDEstudante,FGA0153
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENE0277
IDEstudante,FGA0008
IDEstudante,FGA0009
IDEstudante,FGA0143
IDEstudante,FGA0144
IDEstudante,FGA0148
IDEstudante,FGA0164
IDEstudante,FGA0184
IDEstudante,FGA0161
IDEstudante,FGA0163
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0154
IDEstudante,FGA0160
IDEstudante,MAT0027
IDEstudante,ENE0277
IDEstudante,FGA0008
IDEstudante,FGA0009
IDEstudante,FGA0144
IDEstudante,FGA0148
IDEstudante,FGA0164
IDEstudante,FGA0184
IDEstudante,FGA0161
IDEstudante,FGA0168
IDEstudante,MAT0024
IDEstudante,FGA0133
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0158
IDEstudante,FGA0160
IDEstudante,FGA0164
IDEstudante,FGA0184
IDEstudante,FGA0135
IDEstudante,FGA0138
IDEstudante,FGA0145
IDEstudante,FGA0150
IDEstudante,FGA0172
IDEstudante,FGA0173
IDEstudante,FGA0205
IDEstudante,FGA0207
IDEstudante,FGA0209
IDEstudante,FGA0237
IDEstudante,FGA0239
IDEstudante,FGA0245
IDEstudante,FGA0273
IDEstudante,FGA0250
IDEstudante,FGA0274
IDEstudante,FGA0009
IDEstudante,FGA0021
IDEstudante,FGA0011
IDEstudante,FGA0161
IDEstudante,FGA0163
IDEstudante,FGA0168
IDEstudante,MAT0025
IDEstudante,FGA0157
IDEstudante,IFD0171
IDEstudante,IFD0173
IDEstudante,MAT0026
IDEstudante,MAT0031
IDEstudante,FGA0133
IDEstudante,FGA0158
IDEstudante,FGA0160
IDEstudante,FGA0164
IDEstudante,FGA0108
IDEstudante,FGA0138
IDEstudante,FGA0142
IDEstudante,FGA0147
IDEstudante,FGA0150
IDEstudante,FGA0184
IDEstudante,FGA0003
IDEstudante,FGA0030
IDEstudante,FGA0137
IDEstudante,FGA0170
IDEstudante,FGA0172
IDEstudante,FGA0173
IDEstudante,FGA0060
IDEstudante,FGA0208
IDEstudante,FGA0211
IDEstudante,FGA0238
IDEstudante,FGA0278
IDEstudante,FGA0109
IDEstudante,FGA0210
IDEstudante,FGA0244
IDEstudante,FGA0021
IDEstudante,FGA0206
IDEstudante,FGA0240
IDEstudante,FGA0009
IDEstudante,FGA0250
IDEstudante,FGA0011
